item_title,item_picture,item_link,item_brand,item_color,item_price,item_description,item_size,item_views,item_location,item_date_added,item_followers,query
Veste type Barbour,"['https://images1.vinted.net/t/01_01714_6bNsSbDtxVT5bz5wNFYnEguh/f800/1682245125.jpeg?s=126f12b146decfc60939afddf38a29e6aa8afb86', 'https://images1.vinted.net/t/02_0061e_619i1qqhJNNRfNSYYTb6DmPz/f800/1682245125.jpeg?s=c47fdcd910813b70fa436eafc58df204a9a072b4', 'https://images1.vinted.net/t/03_01505_Lwme4nb6MvFffRd1oU92piHT/f800/1682245125.jpeg?s=5e6427573f8d2999bfe2558084219ee32c7710d7', 'https://images1.vinted.net/t/02_00a3f_A7BmjtubXtud5aaWSgxvRSyx/f800/1682245125.jpeg?s=6c0ca265d14bbfe8d746aa904ff6c7fa1c325db8', 'https://images1.vinted.net/t/03_02297_3YVfFYgx3EDp6cCay79vCVx8/f800/1682245125.jpeg?s=21834e33c831e8b77388eea8d2bee82a67f150ac', 'https://images1.vinted.net/t/01_01714_6bNsSbDtxVT5bz5wNFYnEguh/f800/1682245125.jpeg?s=126f12b146decfc60939afddf38a29e6aa8afb86', 'https://images1.vinted.net/t/02_0061e_619i1qqhJNNRfNSYYTb6DmPz/f800/1682245125.jpeg?s=c47fdcd910813b70fa436eafc58df204a9a072b4', 'https://images1.vinted.net/t/03_01505_Lwme4nb6MvFffRd1oU92piHT/f800/1682245125.jpeg?s=5e6427573f8d2999bfe2558084219ee32c7710d7', 'https://images1.vinted.net/t/02_00a3f_A7BmjtubXtud5aaWSgxvRSyx/f800/1682245125.jpeg?s=6c0ca265d14bbfe8d746aa904ff6c7fa1c325db8', 'https://images1.vinted.net/t/03_02297_3YVfFYgx3EDp6cCay79vCVx8/f800/1682245125.jpeg?s=21834e33c831e8b77388eea8d2bee82a67f150ac']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-matelassees/2935462863-veste-type-barbour,AT.P.CO,"GRIS, MARINE","30,00 €","Porté quelques fois, très bon état 
Taille M","M
SIZE INFORMATION",23,"PARIS, FRANCE",23/04/2023 12:18:45,AUCUN MEMBRE INTERESSE,veste barbour
Barbour L1326 Utility Autumn,"['https://images1.vinted.net/t/03_021d9_r3B1VZ7HMLjQ4hFx9daayzb3/f800/1682178981.jpeg?s=7a17fdbd45b1d4fde1da9bd9108e6b06d7c344de', 'https://images1.vinted.net/t/03_00d82_W2yfVsryPTP5vU6EtCUZpsKn/f800/1682178981.jpeg?s=6ffe150d98c913f4c4c1c501b659e322dafee558', 'https://images1.vinted.net/t/01_009ba_uX1rc5zHQVYEfA1YxEUekoV4/f800/1682178981.jpeg?s=bba0ef24977ac10deec7a4284480d878ca198a2c', 'https://images1.vinted.net/t/03_00bb5_fzrbUZbxL3fwMCUHYw6d3Jb5/f800/1682178981.jpeg?s=16b1aac9540566b15901a96b5a68bba79807d072', 'https://images1.vinted.net/t/03_02552_p4MBtJ4jHsu8xR3kHFBzSRWw/f800/1682178981.jpeg?s=c340fa8b7daa201550e1d805b17451289a2a4929', 'https://images1.vinted.net/t/03_021d9_r3B1VZ7HMLjQ4hFx9daayzb3/f800/1682178981.jpeg?s=7a17fdbd45b1d4fde1da9bd9108e6b06d7c344de', 'https://images1.vinted.net/t/03_00d82_W2yfVsryPTP5vU6EtCUZpsKn/f800/1682178981.jpeg?s=6ffe150d98c913f4c4c1c501b659e322dafee558', 'https://images1.vinted.net/t/01_009ba_uX1rc5zHQVYEfA1YxEUekoV4/f800/1682178981.jpeg?s=bba0ef24977ac10deec7a4284480d878ca198a2c', 'https://images1.vinted.net/t/03_00bb5_fzrbUZbxL3fwMCUHYw6d3Jb5/f800/1682178981.jpeg?s=16b1aac9540566b15901a96b5a68bba79807d072', 'https://images1.vinted.net/t/03_02552_p4MBtJ4jHsu8xR3kHFBzSRWw/f800/1682178981.jpeg?s=c340fa8b7daa201550e1d805b17451289a2a4929']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2933259997-barbour-l1326-utility-autumn,BARBOUR,NOIR,"90,00 €","Barbour utility en excelente estado, sin marcas,roces o descosidos, ideal para primavera-verano.
Talla L, color Negro.
Se envía más información si se requiere. 
Más Barbours de diferentes tallas y modelos en mi armario","L / 40 / 12
SIZE INFORMATION",167,ESPAGNE,22/04/2023 17:56:21,AUCUN MEMBRE INTERESSE,veste barbour
Barbour Ladies Utility Jacket,"['https://images1.vinted.net/t/02_0216d_BB3uKW5kpwJLmnTv9nNq8v3A/f800/1682179684.jpeg?s=de82bcf85a60135a6bc05069961cdf6ba8242077', 'https://images1.vinted.net/t/03_007df_e1NTvc6hasj9vtNGVSTKKrYg/f800/1682179684.jpeg?s=ca4927b8ec0984018836c4976fa48637d8c8ea2e', 'https://images1.vinted.net/t/02_012c6_7uDtHogbwiuBW3NnCuV42vHj/f800/1682179684.jpeg?s=cf941bc8fcb1335bf747e9a73a1fc840249a406f', 'https://images1.vinted.net/t/03_00ae9_jngB4h3YGnpMy7A9bGjgGuuq/f800/1682179684.jpeg?s=defe90d4f18da1cd669f314eac3f9630f33c9c35', 'https://images1.vinted.net/t/03_000cc_MBxXoMknEYaQejrypE5LMRPe/f800/1682179684.jpeg?s=bca9e21411069bca0cab3f5bfdddbf849b76ae3d', 'https://images1.vinted.net/t/02_0216d_BB3uKW5kpwJLmnTv9nNq8v3A/f800/1682179684.jpeg?s=de82bcf85a60135a6bc05069961cdf6ba8242077', 'https://images1.vinted.net/t/03_007df_e1NTvc6hasj9vtNGVSTKKrYg/f800/1682179684.jpeg?s=ca4927b8ec0984018836c4976fa48637d8c8ea2e', 'https://images1.vinted.net/t/02_012c6_7uDtHogbwiuBW3NnCuV42vHj/f800/1682179684.jpeg?s=cf941bc8fcb1335bf747e9a73a1fc840249a406f', 'https://images1.vinted.net/t/03_00ae9_jngB4h3YGnpMy7A9bGjgGuuq/f800/1682179684.jpeg?s=defe90d4f18da1cd669f314eac3f9630f33c9c35', 'https://images1.vinted.net/t/03_000cc_MBxXoMknEYaQejrypE5LMRPe/f800/1682179684.jpeg?s=bca9e21411069bca0cab3f5bfdddbf849b76ae3d']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2933316695-barbour-ladies-utility-jacket,BARBOUR,NOIR,"75,00 €","Barbour L1093 Ladies Utility Jacket en buen estado, necesita encerado o dejarla asi ( según gusto), sin rotos ni descosidos. Talla L, color Negro. 
Se envía más información si se requiere. 
Más Barbours de diferentes tallas y modelos en mi armario.","L / 40 / 12
SIZE INFORMATION",132,ESPAGNE,22/04/2023 18:08:04,AUCUN MEMBRE INTERESSE,veste barbour
Barbour Classic Beadnell,"['https://images1.vinted.net/t/02_0162b_wb7B9bqHYUfEfDke12PSwkTJ/f800/1682181164.jpeg?s=051e0def19ce5d0bf2d87387fb17193ad62f4fda', 'https://images1.vinted.net/t/03_0116d_RLzrAP167hJtSrDHHiF4p7du/f800/1682181164.jpeg?s=3defdb1f41b14bc72e182b8a93a3d85538a57110', 'https://images1.vinted.net/t/01_01e78_GKfbkTd52wBtiES7ACXUhJ54/f800/1682181164.jpeg?s=54e1560dc24b89973aeafbf160af09a13a8881d4', 'https://images1.vinted.net/t/01_01bd5_HDhfp2Jcrbmhg8S8A3Z1M923/f800/1682181164.jpeg?s=cf085f4662e8399631e924baaedb2d22ad7389c0', 'https://images1.vinted.net/t/01_011fb_GHPuTS1aKTTJDzYKEpkF1Pey/f800/1682181164.jpeg?s=e761814058a2fbf58f5fb7a72de7387407e99909', 'https://images1.vinted.net/t/02_0162b_wb7B9bqHYUfEfDke12PSwkTJ/f800/1682181164.jpeg?s=051e0def19ce5d0bf2d87387fb17193ad62f4fda', 'https://images1.vinted.net/t/03_0116d_RLzrAP167hJtSrDHHiF4p7du/f800/1682181164.jpeg?s=3defdb1f41b14bc72e182b8a93a3d85538a57110', 'https://images1.vinted.net/t/01_01e78_GKfbkTd52wBtiES7ACXUhJ54/f800/1682181164.jpeg?s=54e1560dc24b89973aeafbf160af09a13a8881d4', 'https://images1.vinted.net/t/01_01bd5_HDhfp2Jcrbmhg8S8A3Z1M923/f800/1682181164.jpeg?s=cf085f4662e8399631e924baaedb2d22ad7389c0', 'https://images1.vinted.net/t/01_011fb_GHPuTS1aKTTJDzYKEpkF1Pey/f800/1682181164.jpeg?s=e761814058a2fbf58f5fb7a72de7387407e99909']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2933434089-barbour-classic-beadnell,BARBOUR,MARINE,"150,00 €","Barbour Beadnell en muy buen estado, sin roces o descosidos. Le falta la etiqueta del bolsillo interior. Color Azul Marino. Talla L 
Se envía más información si se requiere. 
Más Barbours de diferentes tallas y modelos en mi armario","L / 40 / 12
SIZE INFORMATION",162,ESPAGNE,22/04/2023 18:32:44,2 UTILISATEURS,veste barbour
Barbour Classic Beadnell,"['https://images1.vinted.net/t/01_013af_cPJzPihCwji9yZZL6oCtnFtd/f800/1680601061.jpeg?s=a15e75a1bafc2c3c00fbc2bd6d54102a65b9f89d', 'https://images1.vinted.net/t/01_000b9_5TzPAhC6UZCDzFimBeNi3JzZ/f800/1680601061.jpeg?s=964a69571342059b8f9520688f635c96012740e5', 'https://images1.vinted.net/t/03_025b1_tmyfqXY1QPvVYPxxhSAdtezY/f800/1680601061.jpeg?s=cd8ff7960731793f81c99bf4965aa4f0f52610f2', 'https://images1.vinted.net/t/01_012fb_AgdnGv67TxWFEiwP3bpN41fy/f800/1680601061.jpeg?s=adff7e221711d0baa78a39645665a7c683393003', 'https://images1.vinted.net/t/02_007bc_S3mTQWaPav4rKRZ5EfcPvsFq/f800/1680601061.jpeg?s=2e60fa2f0b01aaeb9894e090be57c82931f31f70', 'https://images1.vinted.net/t/01_013af_cPJzPihCwji9yZZL6oCtnFtd/f800/1680601061.jpeg?s=a15e75a1bafc2c3c00fbc2bd6d54102a65b9f89d', 'https://images1.vinted.net/t/01_000b9_5TzPAhC6UZCDzFimBeNi3JzZ/f800/1680601061.jpeg?s=964a69571342059b8f9520688f635c96012740e5', 'https://images1.vinted.net/t/03_025b1_tmyfqXY1QPvVYPxxhSAdtezY/f800/1680601061.jpeg?s=cd8ff7960731793f81c99bf4965aa4f0f52610f2', 'https://images1.vinted.net/t/01_012fb_AgdnGv67TxWFEiwP3bpN41fy/f800/1680601061.jpeg?s=adff7e221711d0baa78a39645665a7c683393003', 'https://images1.vinted.net/t/02_007bc_S3mTQWaPav4rKRZ5EfcPvsFq/f800/1680601061.jpeg?s=2e60fa2f0b01aaeb9894e090be57c82931f31f70']",https://www.vinted.fr/donna/vestiti/abbigliamento-da-esterno/giacche/giacche-militari-e-field-jacket/2865985138-barbour-classic-beadnell,BARBOUR,VERT,"110,00 €","Barbour Beadnell en buen estado, tiene manchas en el interior de las mangas, no tiene rotos, bolsillos en buen estado,se puede encerar o dejarla asi(según gusto). El color es el clásico verde oliva precioso
Atención médidas:
⬇️⬇️⬇️⬇️⬇️⬇️
57 cm de axila a axila 
70 cm de cuello a manga
72 cm largo
Se envía más información si se requiere. 
Más Barbours de diferentes tallas y modelos en mi armario","XXL / 44 / 16
SIZE INFORMATION",216,ESPAGNE,04/04/2023 11:37:41,2 UTILISATEURS,veste barbour
Barbour Beaufort Superfine,"['https://images1.vinted.net/t/03_01c87_GyhgDzJJXyTqW7YtuKNUv2km/f800/1667033919.jpeg?s=87980edcfe6ad32666d9042ff2ec9a26605fcc35', 'https://images1.vinted.net/t/03_008b8_qi4ftpayswKa4VQJn2w86icG/f800/1667033919.jpeg?s=2a22fa788deb27b56e5940b1bd6d340b4ccc870e', 'https://images1.vinted.net/t/03_01c20_Kaw276RQRFMg6JT1Zamsus49/f800/1667033919.jpeg?s=27a0ce2f6c744fb673ae4dc5843b42bb9f1b1261', 'https://images1.vinted.net/t/02_01b4e_Ss2M9itGtCmm2EDwUKhbWhM5/f800/1667033919.jpeg?s=4ed3b8ec06d9be19a26fb05f17f0fa5678a44851', 'https://images1.vinted.net/t/01_00810_fraL34rxoKYSEzY6tzsyEziE/f800/1667033919.jpeg?s=20013c3d84304a5c8db9f53ea1cadbe6eab36f16', 'https://images1.vinted.net/t/03_01c87_GyhgDzJJXyTqW7YtuKNUv2km/f800/1667033919.jpeg?s=87980edcfe6ad32666d9042ff2ec9a26605fcc35', 'https://images1.vinted.net/t/03_008b8_qi4ftpayswKa4VQJn2w86icG/f800/1667033919.jpeg?s=2a22fa788deb27b56e5940b1bd6d340b4ccc870e', 'https://images1.vinted.net/t/03_01c20_Kaw276RQRFMg6JT1Zamsus49/f800/1667033919.jpeg?s=27a0ce2f6c744fb673ae4dc5843b42bb9f1b1261', 'https://images1.vinted.net/t/02_01b4e_Ss2M9itGtCmm2EDwUKhbWhM5/f800/1667033919.jpeg?s=4ed3b8ec06d9be19a26fb05f17f0fa5678a44851', 'https://images1.vinted.net/t/01_00810_fraL34rxoKYSEzY6tzsyEziE/f800/1667033919.jpeg?s=20013c3d84304a5c8db9f53ea1cadbe6eab36f16']",https://www.vinted.fr/uomo/vestiti/cappotti-e-giacche/parka/2359814052-barbour-beaufort-superfine,BARBOUR,"BEIGE, CRÈME","45,00 €","Parka barbour en muy buen estado. Talla L. Color beige-crema
Atención médidas:
⬇️⬇️⬇️⬇️⬇️⬇️
66 cm de axila a axila 
78 cm largo
76 cm de cuello a manga","L
SIZE INFORMATION",1085,ESPAGNE,29/10/2022 10:58:39,21 UTILISATEURS,veste barbour
Veste Barbour,"['https://images1.vinted.net/t/03_0106d_ok6TKnhLMEi8zZzKpuzPDWLn/f800/1682263341.jpeg?s=cbdd5bbce1284e7e66e5a758631372f134247580', 'https://images1.vinted.net/t/02_01e84_un1zqwfr9uAvDMNgXg2RfeWD/f800/1682263341.jpeg?s=7d7f26d2d126bd40d28a3967422a8f2b2c4b107a', 'https://images1.vinted.net/t/03_014fc_u99jRrdXy4JLpQski5jKT9Gh/f800/1682263341.jpeg?s=4b56226ea0f7c327b63d7158d6b373f4f280a5df', 'https://images1.vinted.net/t/03_02286_gGmuSnVEyMGikjLA4nKbdMxb/f800/1682263341.jpeg?s=ef19fd8ec6179d783257017b233b01a4c2cda21e', 'https://images1.vinted.net/t/03_0106d_ok6TKnhLMEi8zZzKpuzPDWLn/f800/1682263341.jpeg?s=cbdd5bbce1284e7e66e5a758631372f134247580', 'https://images1.vinted.net/t/02_01e84_un1zqwfr9uAvDMNgXg2RfeWD/f800/1682263341.jpeg?s=7d7f26d2d126bd40d28a3967422a8f2b2c4b107a', 'https://images1.vinted.net/t/03_014fc_u99jRrdXy4JLpQski5jKT9Gh/f800/1682263341.jpeg?s=4b56226ea0f7c327b63d7158d6b373f4f280a5df', 'https://images1.vinted.net/t/03_02286_gGmuSnVEyMGikjLA4nKbdMxb/f800/1682263341.jpeg?s=ef19fd8ec6179d783257017b233b01a4c2cda21e']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-matelassees-2596/2937443976-veste-barbour,BARBOUR,NOIR,"45,00 €",Veste Barbour matelassée noir doublée polaire,"XL / 42 / 14
SIZE INFORMATION",75,"LIMEIL-BRÉVANNES, FRANCE",23/04/2023 17:22:21,AUCUN MEMBRE INTERESSE,veste barbour
Barbour Flannal Tartan Shirt,"['https://images1.vinted.net/t/03_010d5_sg3cnoi8G5zrnFG7BQMi4Kod/f800/1681903182.jpeg?s=54f1dd0a4adb86b4dacb05f68c8587d5dc45cb00', 'https://images1.vinted.net/t/01_02493_gJFWToShxBiREygdWSYQbMhS/f800/1681903182.jpeg?s=3c2cc39673b9c5cdba193e90dd8d8459b9aa33ab', 'https://images1.vinted.net/t/01_0267f_Zm1fKJ6Kk8W3ENSTXiFmxBxG/f800/1681903182.jpeg?s=4d368450d55d94a0d296dc018be26bb14fd161d0', 'https://images1.vinted.net/t/02_01f2d_zaFtg14rw96zy2gAmFhzJ1d7/f800/1681903182.jpeg?s=ac9c35ac3d9d44c89ff6f61a7344473a4c0ec3ca', 'https://images1.vinted.net/t/03_01ca0_25YjohXeQHNhaecDteHdhk7Y/f800/1681903182.jpeg?s=ffc31d57690d98a6a1219a957f014c6ab949cb30', 'https://images1.vinted.net/t/03_010d5_sg3cnoi8G5zrnFG7BQMi4Kod/f800/1681903182.jpeg?s=54f1dd0a4adb86b4dacb05f68c8587d5dc45cb00', 'https://images1.vinted.net/t/01_02493_gJFWToShxBiREygdWSYQbMhS/f800/1681903182.jpeg?s=3c2cc39673b9c5cdba193e90dd8d8459b9aa33ab', 'https://images1.vinted.net/t/01_0267f_Zm1fKJ6Kk8W3ENSTXiFmxBxG/f800/1681903182.jpeg?s=4d368450d55d94a0d296dc018be26bb14fd161d0', 'https://images1.vinted.net/t/02_01f2d_zaFtg14rw96zy2gAmFhzJ1d7/f800/1681903182.jpeg?s=ac9c35ac3d9d44c89ff6f61a7344473a4c0ec3ca', 'https://images1.vinted.net/t/03_01ca0_25YjohXeQHNhaecDteHdhk7Y/f800/1681903182.jpeg?s=ffc31d57690d98a6a1219a957f014c6ab949cb30']",https://www.vinted.fr/hombre/ropa/camisetas-y-camisas/camisas/camisas-de-cuadros/2921790616-barbour-flannal-tartan-shirt,BARBOUR,"VERT, VERT FONCÉ","40,00 €","Barbour 

Flannel Tartan Shirt 

Size L 

#Barbour #International #Heritage #Country #Campagne #Chasse #Farming #British #UK #Quality #Luxury #Impermeable #Waterproof #design #classic #classy #Belstaff #hunter #carhartt #Jacket #veste #manteau #coat","L
SIZE INFORMATION",109,"MARMAGNE, FRANCE",19/04/2023 13:19:42,2 UTILISATEURS,veste barbour
Barbour oxburgh,"['https://images1.vinted.net/t/03_01957_HvRZkJn7nNSj2tJjwZR796oE/f800/1682443746.jpeg?s=ccc17db13284ef66850192f2fd1cc9f0cad36107', 'https://images1.vinted.net/t/02_00572_DtNzHuM1yYPVw7mSZs5TFseY/f800/1682443746.jpeg?s=875e7955aa232ac80ab9b19224273b3ac04ec74e', 'https://images1.vinted.net/t/03_0161c_2Uv5DrwBg1s1WXhVzT84cmvs/f800/1682443746.jpeg?s=38f36f30e0d914cc8574a439e55244931c8ce1bf', 'https://images1.vinted.net/t/03_01957_HvRZkJn7nNSj2tJjwZR796oE/f800/1682443746.jpeg?s=ccc17db13284ef66850192f2fd1cc9f0cad36107', 'https://images1.vinted.net/t/02_00572_DtNzHuM1yYPVw7mSZs5TFseY/f800/1682443746.jpeg?s=875e7955aa232ac80ab9b19224273b3ac04ec74e', 'https://images1.vinted.net/t/03_0161c_2Uv5DrwBg1s1WXhVzT84cmvs/f800/1682443746.jpeg?s=38f36f30e0d914cc8574a439e55244931c8ce1bf']",https://www.vinted.fr/dames/kleding/buitenkleding/jacks/leger-en-utility-jacks/2946329911-barbour-oxburgh,BARBOUR,VERT,"189,00 €",Barbour oxburgh shower proof size see tag,"AUTRE
SIZE INFORMATION",64,"HEIST-AAN-ZEE, BELGIQUE",25/04/2023 19:29:06,1 UTILISATEUR,veste barbour
"Piumino ""York"" donna -L- tipo Barbour","['https://images1.vinted.net/t/02_022af_ztw9eSPm6nPgqgypv9nzVB93/f800/1682278854.jpeg?s=570db42c1b4d04f356631698644a60ed42588619', 'https://images1.vinted.net/t/01_011be_Lnb7rqU4FNXneJ26V8w9RjzA/f800/1682278854.jpeg?s=e5869fa20791b1e24a0c9820b83e96252ce811b3', 'https://images1.vinted.net/t/02_00ace_tDnVp4PAFmSHVP76b2gFi7Mx/f800/1682278854.jpeg?s=f44c4372e8a26e5f29fdfb7e0b764ecd5ebae3d7', 'https://images1.vinted.net/t/03_0124e_VrSfFwuHMSMPftckHyrDxrvX/f800/1682278854.jpeg?s=472e0c9c3584bb24828933d985aa9c8fdd42806c', 'https://images1.vinted.net/t/02_022af_ztw9eSPm6nPgqgypv9nzVB93/f800/1682278854.jpeg?s=570db42c1b4d04f356631698644a60ed42588619', 'https://images1.vinted.net/t/01_011be_Lnb7rqU4FNXneJ26V8w9RjzA/f800/1682278854.jpeg?s=e5869fa20791b1e24a0c9820b83e96252ce811b3', 'https://images1.vinted.net/t/02_00ace_tDnVp4PAFmSHVP76b2gFi7Mx/f800/1682278854.jpeg?s=f44c4372e8a26e5f29fdfb7e0b764ecd5ebae3d7', 'https://images1.vinted.net/t/03_0124e_VrSfFwuHMSMPftckHyrDxrvX/f800/1682278854.jpeg?s=472e0c9c3584bb24828933d985aa9c8fdd42806c']",https://www.vinted.fr/donna/vestiti/abbigliamento-da-esterno/giacche/piumini/2939018034-piumino-york-donna-l-tipo-barbour,YORK,MARINE,"25,00 €","Nuovo mai indossato
Veste piccolo","AUTRE
SIZE INFORMATION",29,ITALIE,23/04/2023 21:40:54,AUCUN MEMBRE INTERESSE,veste barbour
Veste Barbour autralien,"['https://images1.vinted.net/t/03_01e11_8Q29LaqzUwq6ZcasmfYCEKBU/f800/1682594187.jpeg?s=270456af6af65120cbb970ad20a4a6feaa4a9f15', 'https://images1.vinted.net/t/02_0241c_m7ogMvEi6ePZ34uDYRBtxaYS/f800/1682594187.jpeg?s=33fb57fd3273d0cf06dda864308891afd085b048', 'https://images1.vinted.net/t/01_0135a_u3LsaHP5L9EKNJEXQYzHE9g4/f800/1682594187.jpeg?s=03dbe07b47c619c37203266bfb5372480f0278a7', 'https://images1.vinted.net/t/03_021d1_Hejz94kaAyZRhq2guNkqv23J/f800/1682594187.jpeg?s=4c73adbc10bb61e69c1ed60928643d2710e33940', 'https://images1.vinted.net/t/03_010da_raKbbdg7MDWrtmaJ9sDkoXGz/f800/1682594187.jpeg?s=aa30c3de75ee4faca454cb8f5bd8e169805c610c', 'https://images1.vinted.net/t/03_01e11_8Q29LaqzUwq6ZcasmfYCEKBU/f800/1682594187.jpeg?s=270456af6af65120cbb970ad20a4a6feaa4a9f15', 'https://images1.vinted.net/t/02_0241c_m7ogMvEi6ePZ34uDYRBtxaYS/f800/1682594187.jpeg?s=33fb57fd3273d0cf06dda864308891afd085b048', 'https://images1.vinted.net/t/01_0135a_u3LsaHP5L9EKNJEXQYzHE9g4/f800/1682594187.jpeg?s=03dbe07b47c619c37203266bfb5372480f0278a7', 'https://images1.vinted.net/t/03_021d1_Hejz94kaAyZRhq2guNkqv23J/f800/1682594187.jpeg?s=4c73adbc10bb61e69c1ed60928643d2710e33940', 'https://images1.vinted.net/t/03_010da_raKbbdg7MDWrtmaJ9sDkoXGz/f800/1682594187.jpeg?s=aa30c3de75ee4faca454cb8f5bd8e169805c610c']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/parkas/2951980740-veste-barbour-autralien,DRIZA BONE,KAKI,"125,00 €","véritable Barbour Australien, de la marque Driza-Bone,en excellent état porté une quinzaine de fois au sein du meme hiver,toile enduite (graisse) de couleur Kaki,4 poches sur l'extérieur dont 2 grandes (22cmx24cm) et 2 plaquées (17cm),une poche zipée et cachée sur le coté(photo 8), 2 poches intérieures amovibles par pression (18cmx25cm) (lavage)et une poche plaquée (12cmx15cm),une capuche en toile enduite amovible par pression,pour la taille c'est un S voire XS, je précise donc les dimensions en cm,largeur épaule couture à couture (46cm),longueur de manche aisselle/poignet(49cm)et épaule/poignet (56cm) et enfin hauteur (82cm), l'entretien est indiqué sur l'étiquette intérieure à savoir nettoyage et regraissage,quand vraiment nécéssaire, prix d'achat env 350€,veste unisexe","S
SIZE INFORMATION",24,"VILLEFRANCHE-DE-ROUERGUE, FRANCE",27/04/2023 13:16:27,AUCUN MEMBRE INTERESSE,veste barbour
Giacca incerata,"['https://images1.vinted.net/t/02_009a6_coFQwZy1N3m8wgYJSRJkrv8C/f800/1682539509.jpeg?s=b32904584f32973df1f5db638ca658b9809a1248', 'https://images1.vinted.net/t/01_0124a_1uSSFeb8jkvJ9QTE65S5D4hr/f800/1682539509.jpeg?s=f35a3c118d4c164d650cb8cdf4347e95fe63ae05', 'https://images1.vinted.net/t/02_00944_R3aQcGnuvdcVeW1hpQi1t4nf/f800/1682539509.jpeg?s=ce3cb742e13eb2b9e11fce013937212030b452ec', 'https://images1.vinted.net/t/02_01e0d_5kKHi6EGsNGEEUYSE6u6Wjhm/f800/1682539509.jpeg?s=5408ad655eac2e420356fe927a9278eaae6db8ba', 'https://images1.vinted.net/t/02_01526_yNzGbYkM5DuB8yr4vRHD8x8V/f800/1682539509.jpeg?s=8c938a6056d0e1eaf5ff20bb4a4553cd550de0b8', 'https://images1.vinted.net/t/02_009a6_coFQwZy1N3m8wgYJSRJkrv8C/f800/1682539509.jpeg?s=b32904584f32973df1f5db638ca658b9809a1248', 'https://images1.vinted.net/t/01_0124a_1uSSFeb8jkvJ9QTE65S5D4hr/f800/1682539509.jpeg?s=f35a3c118d4c164d650cb8cdf4347e95fe63ae05', 'https://images1.vinted.net/t/02_00944_R3aQcGnuvdcVeW1hpQi1t4nf/f800/1682539509.jpeg?s=ce3cb742e13eb2b9e11fce013937212030b452ec', 'https://images1.vinted.net/t/02_01e0d_5kKHi6EGsNGEEUYSE6u6Wjhm/f800/1682539509.jpeg?s=5408ad655eac2e420356fe927a9278eaae6db8ba', 'https://images1.vinted.net/t/02_01526_yNzGbYkM5DuB8yr4vRHD8x8V/f800/1682539509.jpeg?s=8c938a6056d0e1eaf5ff20bb4a4553cd550de0b8']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/perfectos-et-blousons-de-moto/2950693769-giacca-incerata,H&M,"NOIR, MARRON","8,00 €","Giacca incerata con dettagli in velluto a costine marrone, interno tartan scozzese , qualche segno di usura ma buona vestibilità, modello simil barbour
Veste","S / 36 / 8
SIZE INFORMATION",36,ITALIE,26/04/2023 22:05:09,AUCUN MEMBRE INTERESSE,veste barbour
