item_title,item_picture,item_link,item_brand,item_color,item_price,item_description,item_size,item_views,item_location,item_date_added,item_followers,query
Barbour Noir neuf T.L,"['https://images1.vinted.net/t/02_00b26_BUdzAdge5F8qWrMkWvmG8eWT/f800/1682574978.jpeg?s=65429cb156a79b2f0bea6c00a82733f5b736eeac', 'https://images1.vinted.net/t/01_01a37_g7U5CxM3CZkcFJofynEoTmmU/f800/1682574978.jpeg?s=034c081e5c00ea43e41ae8ecadf70f0cbfaecb2e', 'https://images1.vinted.net/t/03_00d4a_PrGxuuDQkiRP2ZXSFvb7UFM8/f800/1682574978.jpeg?s=3d940d26d108b1c479023803d6467f0ab98b9ccc', 'https://images1.vinted.net/t/02_0265c_Tvkw4CfLf7SXqLKjFEYfnMMN/f800/1682574978.jpeg?s=39584042b7840ea99c2796a7ca4cec05a326b542', 'https://images1.vinted.net/t/02_00b26_BUdzAdge5F8qWrMkWvmG8eWT/f800/1682574978.jpeg?s=65429cb156a79b2f0bea6c00a82733f5b736eeac', 'https://images1.vinted.net/t/01_01a37_g7U5CxM3CZkcFJofynEoTmmU/f800/1682574978.jpeg?s=034c081e5c00ea43e41ae8ecadf70f0cbfaecb2e', 'https://images1.vinted.net/t/03_00d4a_PrGxuuDQkiRP2ZXSFvb7UFM8/f800/1682574978.jpeg?s=3d940d26d108b1c479023803d6467f0ab98b9ccc', 'https://images1.vinted.net/t/02_0265c_Tvkw4CfLf7SXqLKjFEYfnMMN/f800/1682574978.jpeg?s=39584042b7840ea99c2796a7ca4cec05a326b542']",https://www.vinted.fr/men/clothes/outerwear/jackets/quilted-jackets/2951085628-barbour-noir-neuf-tl,BARBOUR,NOIR,"69,00 €","Authentique 
Élégant et confortable 
Jamais porté","L
SIZE INFORMATION",90,"PARIS, FRANCE",27/04/2023 07:56:18,4 UTILISATEURS,veste barbour
Veste Barbour Homme état neuf taille M,"['https://images1.vinted.net/t/02_00b7c_7xZD2rP36zkbExpWmdrDS3Bg/f800/1682452166.jpeg?s=9fe7df880ad55c41d1428d38ee728ae02beaea16', 'https://images1.vinted.net/t/03_02684_5GikU88PZbbPjAunnWu7x8Ft/f800/1682452166.jpeg?s=27e909885d7acc354faa723bc6f9d767de04bfb1', 'https://images1.vinted.net/t/01_022c6_35PkhuhPaAn6LuRNqgKva45F/f800/1682452166.jpeg?s=98c6ded0348b255254a63ee78dada6cb8c062a09', 'https://images1.vinted.net/t/01_00bea_e99nHX68PvbbzgDRSYiHFeKJ/f800/1682452166.jpeg?s=86a64a83f1c881cec0f09402a34cc3d963818388', 'https://images1.vinted.net/t/03_00eb5_958aRMVMNxkxdReDrY2eqfNh/f800/1682452166.jpeg?s=dc8549179c20ba9df08c60a8e04d75e5161727fd', 'https://images1.vinted.net/t/02_00b7c_7xZD2rP36zkbExpWmdrDS3Bg/f800/1682452166.jpeg?s=9fe7df880ad55c41d1428d38ee728ae02beaea16', 'https://images1.vinted.net/t/03_02684_5GikU88PZbbPjAunnWu7x8Ft/f800/1682452166.jpeg?s=27e909885d7acc354faa723bc6f9d767de04bfb1', 'https://images1.vinted.net/t/01_022c6_35PkhuhPaAn6LuRNqgKva45F/f800/1682452166.jpeg?s=98c6ded0348b255254a63ee78dada6cb8c062a09', 'https://images1.vinted.net/t/01_00bea_e99nHX68PvbbzgDRSYiHFeKJ/f800/1682452166.jpeg?s=86a64a83f1c881cec0f09402a34cc3d963818388', 'https://images1.vinted.net/t/03_00eb5_958aRMVMNxkxdReDrY2eqfNh/f800/1682452166.jpeg?s=dc8549179c20ba9df08c60a8e04d75e5161727fd']",https://www.vinted.fr/homem/roupa/vestuario-de-exterior/blusoes/casacos-corta-vento/2946929418-veste-barbour-homme-etat-neuf-taille-m,BARBOUR,MARRON,"150,00 €","Je vends cette veste Barbour marron clair authentique portée 2 fois car un peu trop grande coupe droite taille 36 (M) très bon état 
N hésitez pas à demander des photos supplémentaires ou autres renseignements","M
SIZE INFORMATION",282,"VANNES, FRANCE",25/04/2023 21:49:26,3 UTILISATEURS,veste barbour
Giacca trapuntata,"['https://images1.vinted.net/t/03_004c7_9f9Cacaf4rrHSak6k5zLHRQf/f800/1682585579.jpeg?s=7693704a319d2077898f5e12e67741e4109935dc', 'https://images1.vinted.net/t/02_025cc_NBSbZrjLQ1FprhFEmxtKTdUa/f800/1682585579.jpeg?s=1725038ddd874c83492072dcd280b1e7b8ffbe7d', 'https://images1.vinted.net/t/03_01b20_aGDMA4e41T2zX1sULQGXwaJp/f800/1682585579.jpeg?s=f6326b27274e755678755b1990b0e867dbbd4fc1', 'https://images1.vinted.net/t/01_0006e_CHLEBpDqQs4MWPuiWB4EC8TR/f800/1682585579.jpeg?s=d8d54e9901f6b38fdac0000021004fe785dabaa1', 'https://images1.vinted.net/t/01_00297_hnFugMkdgNG7WJfsuhSNAF28/f800/1682585579.jpeg?s=9fef2c9d59c8508f6be6de640e843beaf2b4f85d', 'https://images1.vinted.net/t/03_004c7_9f9Cacaf4rrHSak6k5zLHRQf/f800/1682585579.jpeg?s=7693704a319d2077898f5e12e67741e4109935dc', 'https://images1.vinted.net/t/02_025cc_NBSbZrjLQ1FprhFEmxtKTdUa/f800/1682585579.jpeg?s=1725038ddd874c83492072dcd280b1e7b8ffbe7d', 'https://images1.vinted.net/t/03_01b20_aGDMA4e41T2zX1sULQGXwaJp/f800/1682585579.jpeg?s=f6326b27274e755678755b1990b0e867dbbd4fc1', 'https://images1.vinted.net/t/01_0006e_CHLEBpDqQs4MWPuiWB4EC8TR/f800/1682585579.jpeg?s=d8d54e9901f6b38fdac0000021004fe785dabaa1', 'https://images1.vinted.net/t/01_00297_hnFugMkdgNG7WJfsuhSNAF28/f800/1682585579.jpeg?s=9fef2c9d59c8508f6be6de640e843beaf2b4f85d']",https://www.vinted.fr/women/clothes/outerwear/jackets/puffer-jackets/2951433173-giacca-trapuntata,GIACCA,"VERT, VERT FONCÉ","21,00 €","Rivendo giacca simil-barbour acquistata su vinted. Vendo per taglia sbagliata: veste per una 38/40. 
Rivendo a malincuore perché è davvero tenuta bene.
Il vecchio rivenditore mi ha detto che è stata comprata in England. 
Prezzo non trattabile","XS / 34 / 6
SIZE INFORMATION",29,"FIRENZE, ITALIE",27/04/2023 10:52:59,AUCUN MEMBRE INTERESSE,veste barbour
Veste Kids Barbour Noire XL,"['https://images1.vinted.net/t/03_00db7_CbXF13vjix6xWAqPGQkFqQh1/f800/1681659094.jpeg?s=232265c9c766fbb068b139e77635ad9456645297', 'https://images1.vinted.net/t/02_02109_GYZGxLGNr98fHNw39DzZyoqD/f800/1681659094.jpeg?s=89b5ffb152194d8990932738f4a3815041888380', 'https://images1.vinted.net/t/02_01f13_cRAzced6bLKa7tK7cL8HcRp8/f800/1681659094.jpeg?s=51bff47484acdcc7dc62b9d1d424c9642bc0e457', 'https://images1.vinted.net/t/03_0050a_h8WfCMzKAanhKMVxAehvzqMc/f800/1681659094.jpeg?s=7b123b976a0f39a993daee82450f8a03f1bb84db', 'https://images1.vinted.net/t/01_002f1_f5NRSB3JkBu9Ef4H2mFRnKfB/f800/1681659094.jpeg?s=b6dff2d23b3ff901acd9ac3e10a42b3d8e58e3b0', 'https://images1.vinted.net/t/03_00db7_CbXF13vjix6xWAqPGQkFqQh1/f800/1681659094.jpeg?s=232265c9c766fbb068b139e77635ad9456645297', 'https://images1.vinted.net/t/02_02109_GYZGxLGNr98fHNw39DzZyoqD/f800/1681659094.jpeg?s=89b5ffb152194d8990932738f4a3815041888380', 'https://images1.vinted.net/t/02_01f13_cRAzced6bLKa7tK7cL8HcRp8/f800/1681659094.jpeg?s=51bff47484acdcc7dc62b9d1d424c9642bc0e457', 'https://images1.vinted.net/t/03_0050a_h8WfCMzKAanhKMVxAehvzqMc/f800/1681659094.jpeg?s=7b123b976a0f39a993daee82450f8a03f1bb84db', 'https://images1.vinted.net/t/01_002f1_f5NRSB3JkBu9Ef4H2mFRnKfB/f800/1681659094.jpeg?s=b6dff2d23b3ff901acd9ac3e10a42b3d8e58e3b0']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/doudounes/2911235585-veste-kids-barbour-noire-xl,BARBOUR,NOIR,"65,00 €",Très belle Veste noire Kids neuve avec étiquette,"XL
SIZE INFORMATION",679,"CORMEILLES-EN-PARISIS, FRANCE",16/04/2023 17:31:33,8 UTILISATEURS,veste barbour
Manteau vert Burberry,"['https://images1.vinted.net/t/01_01bba_AsDkLkcwUhD8NBqFxr3fTSA3/f800/1682245304.jpeg?s=b2235060d8a7096f4a67897862f7fa4b405bd45d', 'https://images1.vinted.net/t/03_0201b_xxeY6pkzywphwpXoo3XfqJgM/f800/1682245304.jpeg?s=7b00474137bb9b1998ca7a06256df03482bab088', 'https://images1.vinted.net/t/01_00c16_MwWJh2mgTSCrZJhzkqrjocYY/f800/1682245304.jpeg?s=9de4ee39530d564902b45470d3c4582aae19e808', 'https://images1.vinted.net/t/01_004ea_RpTz9dLJqd8uEzHnKPtmkxxj/f800/1682245304.jpeg?s=60cc2aeb928740420c867e3d49c824ceae898d86', 'https://images1.vinted.net/t/01_00640_fjxf7a3F48zyQfLxKUeARta4/f800/1682245304.jpeg?s=c3b72b8c2825a40ff6cc96644c82dcf3b4618c24', 'https://images1.vinted.net/t/01_01bba_AsDkLkcwUhD8NBqFxr3fTSA3/f800/1682245304.jpeg?s=b2235060d8a7096f4a67897862f7fa4b405bd45d', 'https://images1.vinted.net/t/03_0201b_xxeY6pkzywphwpXoo3XfqJgM/f800/1682245304.jpeg?s=7b00474137bb9b1998ca7a06256df03482bab088', 'https://images1.vinted.net/t/01_00c16_MwWJh2mgTSCrZJhzkqrjocYY/f800/1682245304.jpeg?s=9de4ee39530d564902b45470d3c4582aae19e808', 'https://images1.vinted.net/t/01_004ea_RpTz9dLJqd8uEzHnKPtmkxxj/f800/1682245304.jpeg?s=60cc2aeb928740420c867e3d49c824ceae898d86', 'https://images1.vinted.net/t/01_00640_fjxf7a3F48zyQfLxKUeARta4/f800/1682245304.jpeg?s=c3b72b8c2825a40ff6cc96644c82dcf3b4618c24']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2935480676-manteau-vert-burberry,BURBERRY,"MARRON, VERT FONCÉ","100,00 €","Une petite pépite pour femme, taille L, assez ample.
Manteau vert Burberry style Barbour avec les poches matelassées. 
La pièce est est excellent état, aucune imperfection. 
Contactez-moi pour plus d’informations.","L / 40 / 12
SIZE INFORMATION",225,"MEUDON, FRANCE",23/04/2023 12:21:44,6 UTILISATEURS,veste barbour
Veste barbour bedale,"['https://images1.vinted.net/t/02_01e1f_SiDpLmQn1eVeSTDjSHgzFQ8U/f800/1682195013.jpeg?s=611a9abc984e7fd082ffa60d1d2022b37e9cd0fb', 'https://images1.vinted.net/t/02_00803_iurra9YY2ZXhRpcFMMqtj7rs/f800/1682195013.jpeg?s=096036f2c802e1e4a7ff7ec1ec5a6b9d81a7b560', 'https://images1.vinted.net/t/01_016a1_qeQCZWoJvrGecrTqE5KyLyDe/f800/1682195013.jpeg?s=949a82e283c62a72a759659b6f05229a57844122', 'https://images1.vinted.net/t/01_0192b_AshWKWzfFBJ8zT1C9MQRvusb/f800/1682195013.jpeg?s=91d391dec58462514cdb0214048c3d851bb5603c', 'https://images1.vinted.net/t/03_0162b_uZevPRsWbrownaQYqKEetU6P/f800/1682195013.jpeg?s=45e3d423ab235edf37b93b735fcd5f6c18d81555', 'https://images1.vinted.net/t/02_01e1f_SiDpLmQn1eVeSTDjSHgzFQ8U/f800/1682195013.jpeg?s=611a9abc984e7fd082ffa60d1d2022b37e9cd0fb', 'https://images1.vinted.net/t/02_00803_iurra9YY2ZXhRpcFMMqtj7rs/f800/1682195013.jpeg?s=096036f2c802e1e4a7ff7ec1ec5a6b9d81a7b560', 'https://images1.vinted.net/t/01_016a1_qeQCZWoJvrGecrTqE5KyLyDe/f800/1682195013.jpeg?s=949a82e283c62a72a759659b6f05229a57844122', 'https://images1.vinted.net/t/01_0192b_AshWKWzfFBJ8zT1C9MQRvusb/f800/1682195013.jpeg?s=91d391dec58462514cdb0214048c3d851bb5603c', 'https://images1.vinted.net/t/03_0162b_uZevPRsWbrownaQYqKEetU6P/f800/1682195013.jpeg?s=45e3d423ab235edf37b93b735fcd5f6c18d81555']",https://www.vinted.fr/men/clothes/coats-and-jackets/raincoats/2934233884-veste-barbour-bedale,BARBOUR,MARINE,"60,00 €",Veste en bonne état générale avec quelques petits trous. Un re huilage est nécessaire.prix négociable dans la limite du raisonnable.,"L
SIZE INFORMATION",307,"ÉCULLY, FRANCE",22/04/2023 22:23:33,AUCUN MEMBRE INTERESSE,veste barbour
Veste matelassée chocolat,"['https://images1.vinted.net/t/01_00754_pjtnU19sPpytQvQWht4deECN/f800/1680970016.jpeg?s=226f54197119a2775e2429f6c4187e323f42819c', 'https://images1.vinted.net/t/02_0002a_sVUevyuwL8q8PaJUSj8Qpm41/f800/1680970016.jpeg?s=1fa7a8c6fe4b14c716fb9ad49a289bf7f86a9fc2', 'https://images1.vinted.net/t/01_00573_QpjZQ7PNneJufRd95QW99hF5/f800/1680970016.jpeg?s=b1bf16487315fe0b0a9ad02791d9b37da40fe417', 'https://images1.vinted.net/t/01_01b5e_PFmZjEreYHYug3cYbHWejgof/f800/1680970016.jpeg?s=009c0389d8c5ecb0710af53bf3fe99480481789c', 'https://images1.vinted.net/t/03_000ba_ttru1fLvTNRAb8e58BvsqVA4/f800/1680970016.jpeg?s=fcb84a950d95406ff716165f1e8b314b16290b38', 'https://images1.vinted.net/t/01_00754_pjtnU19sPpytQvQWht4deECN/f800/1680970016.jpeg?s=226f54197119a2775e2429f6c4187e323f42819c', 'https://images1.vinted.net/t/02_0002a_sVUevyuwL8q8PaJUSj8Qpm41/f800/1680970016.jpeg?s=1fa7a8c6fe4b14c716fb9ad49a289bf7f86a9fc2', 'https://images1.vinted.net/t/01_00573_QpjZQ7PNneJufRd95QW99hF5/f800/1680970016.jpeg?s=b1bf16487315fe0b0a9ad02791d9b37da40fe417', 'https://images1.vinted.net/t/01_01b5e_PFmZjEreYHYug3cYbHWejgof/f800/1680970016.jpeg?s=009c0389d8c5ecb0710af53bf3fe99480481789c', 'https://images1.vinted.net/t/03_000ba_ttru1fLvTNRAb8e58BvsqVA4/f800/1680970016.jpeg?s=fcb84a950d95406ff716165f1e8b314b16290b38']",https://www.vinted.fr/mujer/ropa/abrigos-y-cazadoras/parkas/2880329443-veste-matelassee-chocolat,MOVITEX,MARRON,"10,00 €","Veste matelassée style Barbour marron chocolat
Veste de type chasse/ veste type chasseur
#barbour #barbourstyle #vestematelassée #vestedechasse #vestechasseur #marronchocolat #huntingstyle #humtersoutfit","XXL / 44 / 16
SIZE INFORMATION",116,"VILLEURBANNE, FRANCE",08/04/2023 18:06:56,1 UTILISATEUR,veste barbour
Barbour jacket,"['https://images1.vinted.net/t/03_00186_KvWxdjCKMzjcLZ5jvJNAFUAj/f800/1682246287.jpeg?s=1302031a507d8d3368f7e45b734eccd919e8e046', 'https://images1.vinted.net/t/03_008fe_4dAEL115qXN1aPST7xxNWRDq/f800/1682246287.jpeg?s=6b81d55f3eb792dd2fab7b3b80133a969b009f2a', 'https://images1.vinted.net/t/01_01f03_Sdj5wWeR7R7krdSLT93jUTzz/f800/1682246287.jpeg?s=ac2fa35a2afd97b8011c28e2463533143fc2edce', 'https://images1.vinted.net/t/02_0249e_qdyvo2cZvMSg1vPfZQJpEuVw/f800/1682246287.jpeg?s=63637f5743b84c19a352855146472b59a6bf8afa', 'https://images1.vinted.net/t/03_02099_t6AX1vcqsYDwusXYAHonuSDS/f800/1682246287.jpeg?s=64726151dfcf44ba1c846fa5a76ec6ed2ad7b1de', 'https://images1.vinted.net/t/03_00186_KvWxdjCKMzjcLZ5jvJNAFUAj/f800/1682246287.jpeg?s=1302031a507d8d3368f7e45b734eccd919e8e046', 'https://images1.vinted.net/t/03_008fe_4dAEL115qXN1aPST7xxNWRDq/f800/1682246287.jpeg?s=6b81d55f3eb792dd2fab7b3b80133a969b009f2a', 'https://images1.vinted.net/t/01_01f03_Sdj5wWeR7R7krdSLT93jUTzz/f800/1682246287.jpeg?s=ac2fa35a2afd97b8011c28e2463533143fc2edce', 'https://images1.vinted.net/t/02_0249e_qdyvo2cZvMSg1vPfZQJpEuVw/f800/1682246287.jpeg?s=63637f5743b84c19a352855146472b59a6bf8afa', 'https://images1.vinted.net/t/03_02099_t6AX1vcqsYDwusXYAHonuSDS/f800/1682246287.jpeg?s=64726151dfcf44ba1c846fa5a76ec6ed2ad7b1de']",https://www.vinted.fr/femmes/vetements/manteaux-and-vestes/vestes/vestes-matelassees-2596/2935577789-barbour-jacket,BARBOUR,"KAKI, VERT FONCÉ","150,00 €","Vendo a malincuore per taglia sbagliata.
Usato una sola volta","XS / 34 / 6
SIZE INFORMATION",179,"BOLZANO, ITALIE",23/04/2023 12:38:07,AUCUN MEMBRE INTERESSE,veste barbour
Veste type Barbour XL,"['https://images1.vinted.net/t/01_00df5_aSjDGLX2jV6GyKwqN3arYWKy/f800/1682174955.jpeg?s=08dd7706e19ebda266a386b871c290678d807d0c', 'https://images1.vinted.net/t/03_00e54_brU3eHtf3iWNivx5GVonwSQ3/f800/1682174955.jpeg?s=ea1f42f3b7c370d664a03d9bfa96b5debc3cad1b', 'https://images1.vinted.net/t/03_00876_33Q4s5VSGphZworKYegoLgdr/f800/1682174955.jpeg?s=d2eb86ec2475de3365d8b1257a50a6d74382d1f5', 'https://images1.vinted.net/t/03_00a71_yAja16gSpGDuz91tV2V24erZ/f800/1682174955.jpeg?s=487472288f865782902ec5333b208fad504afcd5', 'https://images1.vinted.net/t/01_00df5_aSjDGLX2jV6GyKwqN3arYWKy/f800/1682174955.jpeg?s=08dd7706e19ebda266a386b871c290678d807d0c', 'https://images1.vinted.net/t/03_00e54_brU3eHtf3iWNivx5GVonwSQ3/f800/1682174955.jpeg?s=ea1f42f3b7c370d664a03d9bfa96b5debc3cad1b', 'https://images1.vinted.net/t/03_00876_33Q4s5VSGphZworKYegoLgdr/f800/1682174955.jpeg?s=d2eb86ec2475de3365d8b1257a50a6d74382d1f5', 'https://images1.vinted.net/t/03_00a71_yAja16gSpGDuz91tV2V24erZ/f800/1682174955.jpeg?s=487472288f865782902ec5333b208fad504afcd5']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/manteaux/pardessus-et-manteaux-longs/2932929027-veste-type-barbour-xl,FORECAST,VERT FONCÉ,"45,00 €","Veste de campagne Forecast en XL
Type Barbour
Elle est très stylé mais les manches sont courtes quand on fait 1m95","XL
SIZE INFORMATION",92,"SAINT-CLOUD, FRANCE",22/04/2023 16:49:15,1 UTILISATEUR,veste barbour
Barbour vintage anni 90 taglia S,"['https://images1.vinted.net/t/02_01227_TksMUGLHyKAJ415yekNGi2jV/f800/1682593119.jpeg?s=781e11036983b62538f1993e1dd125d11f8e81a2', 'https://images1.vinted.net/t/03_0006e_5RuS74FJ29fwqUtCKNg6HaWM/f800/1682593119.jpeg?s=aaebf42e0ac45608fd1cea92535ff19f30d79c66', 'https://images1.vinted.net/t/03_001e2_6wz85meS9VFiLMafvkVii1JA/f800/1682593119.jpeg?s=9b4ae7b26b4c1ba9c3c710d5e483c5134a12545e', 'https://images1.vinted.net/t/02_00777_YSLTNJJjDvMLwUZ85bZixP8N/f800/1682593119.jpeg?s=164e158770116b08f923bd2ad4815614d3e2d371', 'https://images1.vinted.net/t/02_01227_TksMUGLHyKAJ415yekNGi2jV/f800/1682593119.jpeg?s=781e11036983b62538f1993e1dd125d11f8e81a2', 'https://images1.vinted.net/t/03_0006e_5RuS74FJ29fwqUtCKNg6HaWM/f800/1682593119.jpeg?s=aaebf42e0ac45608fd1cea92535ff19f30d79c66', 'https://images1.vinted.net/t/03_001e2_6wz85meS9VFiLMafvkVii1JA/f800/1682593119.jpeg?s=9b4ae7b26b4c1ba9c3c710d5e483c5134a12545e', 'https://images1.vinted.net/t/02_00777_YSLTNJJjDvMLwUZ85bZixP8N/f800/1682593119.jpeg?s=164e158770116b08f923bd2ad4815614d3e2d371']",https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes/vestes-militaires-et-utilitaires/2951913765-barbour-vintage-anni-90-taglia-s,BARBOUR,VERT FONCÉ,"120,00 €",Barbour verde vintage anni 90 con imbottitura staccabile taglia C42,"M
SIZE INFORMATION",61,"FIRENZE, ITALIE",27/04/2023 12:58:39,1 UTILISATEUR,veste barbour
Jolie veste matelassée Cyrillus type Barbour T16 ans,"['https://images1.vinted.net/t/03_01e26_s4npUL4XoX4eBDUK6YwkYuKk/f800/1679216006.jpeg?s=fb145e291e88cb5d29b2b577e341b00cb1d1df42', 'https://images1.vinted.net/t/03_01304_NeDVYbZZRWCAMKdbwoTdiWfX/f800/1679216006.jpeg?s=1712f33d7e7a32f0e0ad6c43807bcbb81506e29a', 'https://images1.vinted.net/t/02_00a6d_SbD37mNjTQtHfsMvKCa9ix2Q/f800/1679216006.jpeg?s=d43cb41bfcb11742e72b75edbab6cba883687547', 'https://images1.vinted.net/t/03_01e26_s4npUL4XoX4eBDUK6YwkYuKk/f800/1679216006.jpeg?s=fb145e291e88cb5d29b2b577e341b00cb1d1df42', 'https://images1.vinted.net/t/03_01304_NeDVYbZZRWCAMKdbwoTdiWfX/f800/1679216006.jpeg?s=1712f33d7e7a32f0e0ad6c43807bcbb81506e29a', 'https://images1.vinted.net/t/02_00a6d_SbD37mNjTQtHfsMvKCa9ix2Q/f800/1679216006.jpeg?s=d43cb41bfcb11742e72b75edbab6cba883687547']",https://www.vinted.fr/ninos/abrigos-y-chaquetas/abrigos/parkas/2804261507-jolie-veste-matelassee-cyrillus-type-barbour-t16-ans,CYRILLUS,MARINE,"10,00 €","Jolie veste bleue marine matelassée inspiration Barbour taille 16 ans avec écusson sur la manche 
Unisexe","16 ANS / 176 CM
SIZE INFORMATION",40,"BOULOGNE-BILLANCOURT, FRANCE",19/03/2023 09:53:26,AUCUN MEMBRE INTERESSE,veste barbour
Vintage light blazer chiusura a un bottone blue,"['https://images1.vinted.net/t/01_0073c_25usdPeiX9VWtAfxp5zfNvvN/f800/1682528362.jpeg?s=d5e6b7d37ae934020484b42efa5969243fd000c8', 'https://images1.vinted.net/t/01_01c16_SH3v8ciMFeVpUiMFgLB4UKZT/f800/1682528362.jpeg?s=a4955ed8406545a1e3c705adc90b5d51edea7949', 'https://images1.vinted.net/t/03_00304_YES65DRv7kHuJRGFVfbhAukV/f800/1682528362.jpeg?s=d6fef53c65afc83626d13b334425a6c47ddae119', 'https://images1.vinted.net/t/03_01c87_QSQLS58pAHurfb8XNK7yMeyo/f800/1682528362.jpeg?s=cd2bf94f37be1af452a4667ad76442f7582ab3cd', 'https://images1.vinted.net/t/01_00a4a_DrsPPW6yhA7eXtJhDLH8VVzY/f800/1682528362.jpeg?s=bef04fd382701af702d3024b47c675a0317369b6', 'https://images1.vinted.net/t/01_0073c_25usdPeiX9VWtAfxp5zfNvvN/f800/1682528362.jpeg?s=d5e6b7d37ae934020484b42efa5969243fd000c8', 'https://images1.vinted.net/t/01_01c16_SH3v8ciMFeVpUiMFgLB4UKZT/f800/1682528362.jpeg?s=a4955ed8406545a1e3c705adc90b5d51edea7949', 'https://images1.vinted.net/t/03_00304_YES65DRv7kHuJRGFVfbhAukV/f800/1682528362.jpeg?s=d6fef53c65afc83626d13b334425a6c47ddae119', 'https://images1.vinted.net/t/03_01c87_QSQLS58pAHurfb8XNK7yMeyo/f800/1682528362.jpeg?s=cd2bf94f37be1af452a4667ad76442f7582ab3cd', 'https://images1.vinted.net/t/01_00a4a_DrsPPW6yhA7eXtJhDLH8VVzY/f800/1682528362.jpeg?s=bef04fd382701af702d3024b47c675a0317369b6']",https://www.vinted.fr/donna/vestiti/completi-e-blazer/blazer/2949951043-vintage-light-blazer-chiusura-a-un-bottone-blue,VINTAGE,BLEU,"14,00 €","Giacchetta leggera / blazer #vintage chiusura a 1 bottone dorato
Colore blu. 
Scollo a V. 

Modella alta 162cm ed indossa taglia S/40
La taglia non è indicata, quindi prendere spunto dalle foto indossate💖 
Se cercate altri capi vintage li trovate sul mio profilo con un buono sconto per voi 💰 

————————————
#vintage #vintagedressing #vintagelove #americanvintage #shirt #tshirt #chemise #trench #loden #multicolour #rare #printemp #primavera #summer #veste #jacket #levis #giacca #barbour #vintagelook 
————————————","M / 38 / 10
SIZE INFORMATION",96,"TORINO, ITALIE",26/04/2023 18:59:22,5 UTILISATEURS,veste barbour
Maglione tricot vintage verde acqua,"['https://images1.vinted.net/t/03_01f7c_t4JHxXWxKtNrCfAP11TUFYWp/f800/1682528399.jpeg?s=a3761a3042674ed842798b7de778101de1659100', 'https://images1.vinted.net/t/02_00e20_s5LPcoY9KNK4HEL83VuHX9mE/f800/1682528399.jpeg?s=edecf8e54e2fe2a3436222c24b8cb1620c3656b8', 'https://images1.vinted.net/t/03_01e62_gXdTTaUwHNamUH92oT16s8kB/f800/1682528399.jpeg?s=63460be72418cbac512c50aff38ed942824b8a0a', 'https://images1.vinted.net/t/02_00407_BJ1gyqMq8aP2FLNmY3MxiE6Z/f800/1682528399.jpeg?s=9acd4637d45c7cba9131b61888c1b6da379e99fb', 'https://images1.vinted.net/t/01_01ed0_DgMumBwy6PYHtca7KcjQzsBz/f800/1682528399.jpeg?s=f3b94f75a972e8685ba01db24facaf3ade05dbaa', 'https://images1.vinted.net/t/03_01f7c_t4JHxXWxKtNrCfAP11TUFYWp/f800/1682528399.jpeg?s=a3761a3042674ed842798b7de778101de1659100', 'https://images1.vinted.net/t/02_00e20_s5LPcoY9KNK4HEL83VuHX9mE/f800/1682528399.jpeg?s=edecf8e54e2fe2a3436222c24b8cb1620c3656b8', 'https://images1.vinted.net/t/03_01e62_gXdTTaUwHNamUH92oT16s8kB/f800/1682528399.jpeg?s=63460be72418cbac512c50aff38ed942824b8a0a', 'https://images1.vinted.net/t/02_00407_BJ1gyqMq8aP2FLNmY3MxiE6Z/f800/1682528399.jpeg?s=9acd4637d45c7cba9131b61888c1b6da379e99fb', 'https://images1.vinted.net/t/01_01ed0_DgMumBwy6PYHtca7KcjQzsBz/f800/1682528399.jpeg?s=f3b94f75a972e8685ba01db24facaf3ade05dbaa']",https://www.vinted.fr/donna/vestiti/maglioni-e-pullover/maglioni-a-maglia/2949953832-maglione-tricot-vintage-verde-acqua,VINTAGE DRESSING,VERT,"15,00 €","""Qualità artigianale di lusso: il maglione tricot verde acqua vintage, fatto interamente a mano, è il capo perfetto per ogni amante del design classico. Tessuto morbido e caldo per un comfort duraturo. Un'opzione unica per uno stile unico.""

#vintage sweater tricot fatto a mano 
In cotone 
Colore verde acqua 
Taglia probabile M. 

Modella alta 162cm ed indossa taglia S/40
La taglia non è indicata, quindi prendere spunto dalle foto indossate💖 
Se cercate altri capi vintage li trovate sul mio profilo con un buono sconto per voi 💰 

————————————
#vintage #vintagedressing #vintagelove #americanvintage #shirt #tshirt #chemise #trench #loden #multicolour #rare #printemp #primavera #summer #veste #jacket #levis #giacca #barbour #vintagelook 
————————————","M / 38 / 10
SIZE INFORMATION",87,"TORINO, ITALIE",26/04/2023 18:59:59,5 UTILISATEURS,veste barbour
